minibatch_size	ds_layers	ae_layers	code_size	scaling	loss_weight	minibatch_iterations	learning_rate	batch_value	batch_unadjusted_value	batch_score	class_value	class_unadjusted_value	class_score	batch_rank	class_rank	combined_rank
100	20	5	10	sigmoid	1	1000	1e-4	0.596474358974359	0.9387820512820513	0.3423076923076923	0.575925925925926	0.7076388888888889	-0.13171296296296298	0.8452520515826495	0.5826494724501758	0.7139507620164127
100	20	5	10	linear	1	1000	0.001	0.7201923076923077	0.9387820512820513	0.2185897435897436	0.7453703703703703	0.7076388888888889	0.03773148148148142	0.5392731535756154	0.888042203985932	0.7136576787807738
100	5	10	50	sigmoid	2	1000	1e-4	0.5083333333333333	0.9387820512820513	0.430448717948718	0.5437500000000001	0.7076388888888889	-0.16388888888888886	0.9601406799531067	0.46658851113716293	0.7133645955451349
50	5	2	20	linear	2	1000	0.001	0.6932692307692307	0.9387820512820513	0.24551282051282053	0.6787037037037037	0.7076388888888889	-0.02893518518518523	0.6354044548651817	0.7889800703399765	0.7121922626025792
50	20	5	20	sigmoid	2	10000	1e-4	0.7004807692307692	0.9387820512820513	0.2383012820512821	0.6902777777777778	0.7076388888888889	-0.01736111111111116	0.608440797186401	0.8124267291910903	0.7104337631887456
50	20	2	10	sigmoid	2	1000	1e-4	0.5331730769230769	0.9387820512820513	0.40560897435897436	0.5481481481481482	0.7076388888888889	-0.15949074074074077	0.9320046893317703	0.48710433763188743	0.7095545134818289
50	5	5	10	linear	2	1000	0.001	0.7466346153846153	0.9387820512820513	0.192147435897436	0.8108796296296297	0.7076388888888889	0.10324074074074074	0.46072684642438455	0.9577960140679953	0.7092614302461899
100	20	10	50	linear	1	1000	0.001	0.6596153846153846	0.9387820512820513	0.2791666666666667	0.6217592592592592	0.7076388888888889	-0.0858796296296297	0.720398593200469	0.6981242672919109	0.7092614302461899
100	20	2	20	linear	2	1000	0.001	0.7426282051282052	0.9387820512820513	0.19615384615384612	0.7976851851851852	0.7076388888888889	0.09004629629629624	0.47362250879249707	0.943728018757327	0.7086752637749121
50	5	10	20	linear	1	1000	0.001	0.7357371794871794	0.9387820512820513	0.20304487179487185	0.7650462962962963	0.7076388888888889	0.05740740740740735	0.49531066822977726	0.9202813599062134	0.7077960140679953
50	10	10	10	sigmoid	2	1000	1e-4	0.41041666666666665	0.9387820512820513	0.5283653846153846	0.530787037037037	0.7076388888888889	-0.17685185185185193	0.9964830011723329	0.417936694021102	0.7072098475967175
100	20	5	50	linear	1	1000	1e-4	0.7280448717948718	0.9387820512820513	0.21073717948717952	0.75	0.7076388888888889	0.04236111111111107	0.5199296600234466	0.8933177022274326	0.7066236811254396
50	5	2	20	linear	1	1000	0.001	0.7304487179487179	0.9387820512820513	0.20833333333333337	0.7530092592592593	0.7076388888888889	0.045370370370370394	0.5140679953106683	0.8985932004689332	0.7063305978898007
50	10	10	10	linear	2	1000	0.001	0.7158653846153846	0.9387820512820513	0.22291666666666665	0.7291666666666666	0.7076388888888889	0.0215277777777777	0.5498241500586166	0.8628370457209847	0.7063305978898007
100	20	2	50	sigmoid	2	1000	1e-4	0.5360576923076923	0.9387820512820513	0.402724358974359	0.5476851851851852	0.7076388888888889	-0.15995370370370376	0.9284876905041032	0.4824150058616647	0.7054513481828839
50	10	5	10	sigmoid	2	10000	1e-4	0.6705128205128206	0.9387820512820513	0.2682692307692307	0.6291666666666667	0.7076388888888889	-0.07847222222222228	0.6975381008206331	0.712778429073857	0.705158264947245
50	5	10	20	linear	2	1000	1e-4	0.7326923076923078	0.9387820512820513	0.20608974358974352	0.7587962962962963	0.7076388888888889	0.051157407407407374	0.5029308323563892	0.906799531066823	0.7048651817116061
100	20	2	10	linear	2	1000	1e-4	0.7581730769230769	0.9387820512820513	0.18060897435897438	0.8518518518518519	0.7076388888888889	0.14421296296296293	0.41735052754982416	0.9906213364595545	0.7039859320046893
50	10	10	10	sigmoid	1	10000	0.001	0.7036858974358974	0.9387820512820513	0.2350961538461539	0.687037037037037	0.7076388888888889	-0.020601851851851927	0.5996483001172332	0.8077373974208675	0.7036928487690504
50	20	2	50	linear	2	1000	1e-4	0.7498397435897436	0.9387820512820513	0.1889423076923077	0.8127314814814816	0.7076388888888889	0.10509259259259263	0.447831184056272	0.958968347010551	0.7033997655334114
100	10	2	10	linear	1	1000	1e-4	0.6942307692307692	0.9387820512820513	0.24455128205128207	0.66875	0.7076388888888889	-0.03888888888888897	0.6330597889800703	0.7702227432590856	0.7016412661195779
100	20	2	50	linear	1	1000	1e-4	0.7134615384615385	0.9387820512820513	0.2253205128205128	0.7148148148148148	0.7076388888888889	0.007175925925925863	0.5603751465416178	0.8429073856975381	0.7016412661195779
100	5	10	50	linear	2	1000	0.001	0.7076923076923077	0.9387820512820513	0.23108974358974355	0.6918981481481482	0.7076388888888889	-0.015740740740740722	0.5855803048065651	0.8159437280187574	0.7007620164126612
100	5	10	10	linear	1	1000	1e-4	0.7560897435897436	0.9387820512820513	0.1826923076923077	0.8252314814814815	0.7076388888888889	0.11759259259259258	0.4232121922626026	0.9765533411488863	0.6998827667057445
100	5	10	20	sigmoid	2	10000	1e-4	0.6572115384615385	0.9387820512820513	0.2815705128205128	0.6087962962962963	0.7076388888888889	-0.09884259259259265	0.7291910902696366	0.6705744431418523	0.6998827667057445
50	20	5	50	linear	2	1000	1e-4	0.6905448717948718	0.9387820512820513	0.2482371794871795	0.6608796296296297	0.7076388888888889	-0.04675925925925928	0.6412661195779601	0.757327080890973	0.6992966002344665
100	20	2	50	linear	1	1000	0.001	0.7084935897435898	0.9387820512820513	0.2302884615384615	0.6921296296296297	0.7076388888888889	-0.015509259259259278	0.5803048065650644	0.8171160609613131	0.6987104337631888
100	10	10	50	sigmoid	2	10000	1e-4	0.6123397435897435	0.9387820512820513	0.32644230769230775	0.5722222222222223	0.7076388888888889	-0.13541666666666663	0.8182883939038686	0.5762016412661196	0.6972450175849941
100	10	10	50	sigmoid	1	1000	1e-4	0.47724358974358977	0.9387820512820513	0.4615384615384615	0.5291666666666667	0.7076388888888889	-0.17847222222222225	0.984759671746776	0.40855803048065653	0.6966588511137163
50	20	2	10	sigmoid	1	10000	1e-4	0.7352564102564102	0.9387820512820513	0.20352564102564108	0.749074074074074	0.7076388888888889	0.041435185185185075	0.49941383352872215	0.8921453692848769	0.6957796014067995
50	20	2	50	linear	1	1000	1e-4	0.7495192307692308	0.9387820512820513	0.1892628205128205	0.7909722222222222	0.7076388888888889	0.08333333333333326	0.44958968347010553	0.9413833528722158	0.6954865181711607
100	20	2	10	sigmoid	2	1000	1e-4	0.6099358974358975	0.9387820512820513	0.3288461538461538	0.569212962962963	0.7076388888888889	-0.13842592592592595	0.8253223915592028	0.5650644783118406	0.6951934349355218
50	10	10	10	sigmoid	1	10000	1e-4	0.7033653846153847	0.9387820512820513	0.2354166666666666	0.6782407407407407	0.7076388888888889	-0.02939814814814823	0.6014067995310668	0.7866354044548651	0.694021101992966
50	20	2	50	sigmoid	1	1000	0.001	0.6040064102564102	0.9387820512820513	0.33477564102564106	0.5655092592592592	0.7076388888888889	-0.14212962962962972	0.835873388042204	0.5515826494724502	0.6937280187573271
50	10	10	50	sigmoid	2	1000	0.001	0.5514423076923077	0.9387820512820513	0.38733974358974355	0.5439814814814815	0.7076388888888889	-0.16365740740740742	0.9155920281359906	0.46776084407971863	0.6916764361078547
100	5	2	50	linear	2	1000	1e-4	0.7410256410256411	0.9387820512820513	0.19775641025641022	0.7576388888888889	0.7076388888888889	0.04999999999999993	0.4806565064478312	0.902696365767878	0.6916764361078547
100	10	5	20	sigmoid	2	10000	0.001	0.6488782051282052	0.9387820512820513	0.2899038461538461	0.5983796296296297	0.7076388888888889	-0.10925925925925928	0.7491207502930832	0.634232121922626	0.6916764361078547
100	20	2	50	sigmoid	1	1000	1e-4	0.5325320512820513	0.9387820512820513	0.40625	0.5381944444444444	0.7076388888888889	-0.1694444444444445	0.9331770222743259	0.44958968347010553	0.6913833528722158
100	10	10	20	linear	1	1000	0.001	0.7357371794871794	0.9387820512820513	0.20304487179487185	0.7439814814814815	0.7076388888888889	0.03634259259259254	0.49531066822977726	0.8862837045720985	0.6907971864009379
100	20	10	20	sigmoid	2	10000	1e-4	0.6435897435897436	0.9387820512820513	0.29519230769230764	0.5898148148148148	0.7076388888888889	-0.11782407407407414	0.7608440797186401	0.6189917936694022	0.6899179366940211
50	20	5	20	linear	1	1000	1e-4	0.7174679487179487	0.9387820512820513	0.22131410256410255	0.7076388888888889	0.7076388888888889	0	0.5433763188745604	0.8347010550996483	0.6890386869871044
50	20	10	50	sigmoid	1	1000	0.001	0.4584935897435897	0.9387820512820513	0.48028846153846155	0.5238425925925926	0.7076388888888889	-0.18379629629629635	0.9882766705744431	0.3898007033997655	0.6890386869871044
100	10	2	50	linear	1	1000	0.001	0.7306089743589743	0.9387820512820513	0.20817307692307696	0.7293981481481482	0.7076388888888889	0.021759259259259256	0.5123094958968347	0.8645955451348183	0.6884525205158265
50	10	2	20	sigmoid	2	1000	0.001	0.534775641025641	0.9387820512820513	0.40400641025641026	0.537962962962963	0.7076388888888889	-0.16967592592592595	0.9296600234466589	0.4466588511137163	0.6881594372801876
100	10	2	10	sigmoid	1	1000	0.001	0.7209935897435897	0.9387820512820513	0.21778846153846154	0.7081018518518519	0.7076388888888889	4.629629629629983e-4	0.5381008206330598	0.8382180539273154	0.6881594372801876
50	20	10	20	sigmoid	2	10000	0.001	0.6950320512820513	0.9387820512820513	0.24375000000000002	0.6483796296296297	0.7076388888888889	-0.059259259259259234	0.6295427901524033	0.7444314185228605	0.6869871043376319
100	20	2	50	linear	2	1000	1e-4	0.7583333333333333	0.9387820512820513	0.18044871794871797	0.8092592592592592	0.7076388888888889	0.1016203703703703	0.41617819460726846	0.9554513481828839	0.6858147713950762
50	5	5	10	linear	1	1000	1e-4	0.6663461538461538	0.9387820512820513	0.27243589743589747	0.606712962962963	0.7076388888888889	-0.10092592592592597	0.7063305978898007	0.664126611957796	0.6852286049237983
100	20	10	50	sigmoid	2	1000	1e-4	0.6350961538461538	0.9387820512820513	0.30368589743589747	0.5789351851851852	0.7076388888888889	-0.12870370370370376	0.7784290738569754	0.5920281359906213	0.6852286049237983
50	5	2	10	sigmoid	1	10000	0.001	0.644551282051282	0.9387820512820513	0.2942307692307693	0.5872685185185186	0.7076388888888889	-0.12037037037037035	0.7584994138335287	0.6096131301289566	0.6840562719812426
50	10	2	50	sigmoid	2	10000	1e-4	0.6791666666666667	0.9387820512820513	0.2596153846153846	0.6166666666666667	0.7076388888888889	-0.09097222222222223	0.6758499413833529	0.6869871043376319	0.6814185228604923
100	10	2	50	sigmoid	2	1000	0.001	0.48830128205128204	0.9387820512820513	0.45048076923076924	0.5224537037037037	0.7076388888888889	-0.18518518518518523	0.9753810082063306	0.3862837045720985	0.6808323563892145
50	20	10	20	linear	2	1000	1e-4	0.7080128205128206	0.9387820512820513	0.23076923076923073	0.6747685185185185	0.7076388888888889	-0.03287037037037044	0.582063305978898	0.7790152403282532	0.6805392731535755
50	20	2	20	linear	1	1000	0.001	0.7735576923076923	0.9387820512820513	0.16522435897435894	0.8310185185185185	0.7076388888888889	0.12337962962962956	0.37807737397420865	0.9824150058616647	0.6802461899179367
100	10	5	20	linear	1	1000	0.001	0.7383012820512821	0.9387820512820513	0.20048076923076918	0.7386574074074074	0.7076388888888889	0.031018518518518445	0.48651817116060964	0.8739742086752638	0.6802461899179367
100	20	5	50	linear	2	1000	1e-4	0.7576923076923077	0.9387820512820513	0.1810897435897436	0.7881944444444445	0.7076388888888889	0.0805555555555556	0.4196951934349355	0.9390386869871044	0.67936694021102
50	10	10	50	linear	2	1000	0.001	0.7355769230769231	0.9387820512820513	0.20320512820512815	0.7270833333333333	0.7076388888888889	0.019444444444444375	0.4976553341148886	0.8610785463071512	0.6793669402110198
50	5	5	10	sigmoid	2	10000	1e-4	0.7536858974358974	0.9387820512820513	0.18509615384615385	0.7675925925925926	0.7076388888888889	0.059953703703703676	0.43552168815943726	0.9214536928487691	0.6784876905041032
50	10	2	20	linear	1	1000	0.001	0.7540064102564102	0.9387820512820513	0.18477564102564104	0.7685185185185185	0.7076388888888889	0.06087962962962956	0.4331770222743259	0.9226260257913247	0.6779015240328253
50	5	10	10	sigmoid	1	10000	1e-4	0.7274038461538462	0.9387820512820513	0.21137820512820504	0.7069444444444445	0.7076388888888889	-6.94444444444442e-4	0.5228604923798359	0.8323563892145369	0.6776084407971864
50	10	10	20	sigmoid	2	10000	0.001	0.7325320512820512	0.9387820512820513	0.20625000000000004	0.7210648148148149	0.7076388888888889	0.013425925925925952	0.5052754982415005	0.8499413833528722	0.6776084407971863
50	20	10	50	sigmoid	2	10000	0.001	0.6913461538461538	0.9387820512820513	0.24743589743589745	0.6291666666666667	0.7076388888888889	-0.07847222222222228	0.6400937866354045	0.712778429073857	0.6764361078546308
100	20	10	50	sigmoid	2	1000	0.001	0.604326923076923	0.9387820512820513	0.33445512820512824	0.5548611111111111	0.7076388888888889	-0.1527777777777778	0.8341148886283705	0.515240328253224	0.6746776084407973
50	5	2	10	sigmoid	1	1000	0.001	0.5979166666666667	0.9387820512820513	0.3408653846153846	0.5520833333333333	0.7076388888888889	-0.15555555555555567	0.8429073856975381	0.5064478311840562	0.6746776084407972
50	5	2	50	sigmoid	2	10000	0.001	0.6849358974358973	0.9387820512820513	0.25384615384615394	0.6164351851851853	0.7076388888888889	-0.09120370370370368	0.6588511137162955	0.6858147713950762	0.6723329425556859
50	5	5	20	sigmoid	1	1000	1e-4	0.6344551282051282	0.9387820512820513	0.3043269230769231	0.568287037037037	0.7076388888888889	-0.13935185185185195	0.779601406799531	0.5615474794841735	0.6705744431418523
50	20	2	20	linear	2	1000	1e-4	0.7490384615384615	0.9387820512820513	0.18974358974358974	0.7453703703703703	0.7076388888888889	0.03773148148148142	0.4525205158264947	0.888042203985932	0.6702813599062134
50	10	2	10	sigmoid	2	10000	0.001	0.65	0.9387820512820513	0.28878205128205126	0.5789351851851853	0.7076388888888889	-0.12870370370370365	0.7456037514654161	0.593200468933177	0.6694021101992966
100	5	10	10	sigmoid	2	1000	1e-4	0.6495192307692307	0.9387820512820513	0.2892628205128206	0.5780092592592593	0.7076388888888889	-0.12962962962962965	0.7479484173505275	0.5908558030480656	0.6694021101992966
100	5	5	20	sigmoid	1	10000	0.001	0.7104166666666666	0.9387820512820513	0.2283653846153847	0.6657407407407407	0.7076388888888889	-0.041898148148148184	0.5697538100820633	0.7655334114888629	0.6676436107854631
100	10	5	50	linear	1	1000	1e-4	0.7296474358974359	0.9387820512820513	0.20913461538461542	0.6944444444444444	0.7076388888888889	-0.013194444444444509	0.5158264947245017	0.8194607268464243	0.6676436107854631
100	20	10	20	linear	2	1000	0.001	0.7485576923076923	0.9387820512820513	0.19022435897435896	0.7418981481481481	0.7076388888888889	0.03425925925925921	0.4548651817116061	0.8780773739742087	0.6664712778429074
100	5	10	50	sigmoid	1	10000	1e-4	0.7022435897435898	0.9387820512820513	0.23653846153846148	0.6365740740740741	0.7076388888888889	-0.07106481481481486	0.6049237983587339	0.7268464243845252	0.6658851113716295
100	10	2	50	sigmoid	1	10000	0.001	0.6942307692307693	0.9387820512820513	0.24455128205128196	0.6236111111111111	0.7076388888888889	-0.08402777777777781	0.6318874560375146	0.6998827667057445	0.6658851113716295
100	10	5	50	sigmoid	2	10000	0.001	0.7040064102564103	0.9387820512820513	0.23477564102564097	0.6435185185185185	0.7076388888888889	-0.06412037037037044	0.597303634232122	0.7327080890973037	0.6650058616647128
50	10	5	20	sigmoid	2	1000	1e-4	0.5767628205128206	0.9387820512820513	0.3620192307692307	0.5421296296296296	0.7076388888888889	-0.1655092592592593	0.8698710433763188	0.458968347010551	0.6644196951934349
100	5	2	50	sigmoid	2	1000	0.001	0.5294871794871795	0.9387820512820513	0.4092948717948718	0.524074074074074	0.7076388888888889	-0.1835648148148149	0.936694021101993	0.39155920281359907	0.664126611957796
100	20	5	50	sigmoid	1	1000	0.001	0.5424679487179487	0.9387820512820513	0.3963141025641026	0.5275462962962963	0.7076388888888889	-0.18009259259259258	0.9237983587338804	0.4044548651817116	0.664126611957796
100	10	5	10	linear	1	1000	0.001	0.7769230769230769	0.9387820512820513	0.16185897435897434	0.8138888888888889	0.7076388888888889	0.10624999999999996	0.3669402110199297	0.9601406799531067	0.6635404454865181
100	20	10	20	sigmoid	1	10000	1e-4	0.7458333333333333	0.9387820512820513	0.19294871794871793	0.7266203703703704	0.7076388888888889	0.018981481481481488	0.4642438452520516	0.8587338804220399	0.6614888628370458
100	20	10	50	linear	2	1000	0.001	0.6854166666666667	0.9387820512820513	0.2533653846153846	0.6083333333333334	0.7076388888888889	-0.09930555555555554	0.6553341148886284	0.6670574443141852	0.6611957796014067
50	10	10	50	linear	1	1000	0.001	0.716025641025641	0.9387820512820513	0.22275641025641024	0.670138888888889	0.7076388888888889	-0.03749999999999998	0.5486518171160609	0.772567409144197	0.6606096131301289
50	5	2	50	linear	1	1000	0.001	0.7705128205128204	0.9387820512820513	0.16826923076923084	0.7858796296296297	0.7076388888888889	0.07824074074074072	0.38452520515826494	0.9343493552168816	0.6594372801875732
100	20	10	10	linear	1	1000	1e-4	0.7620192307692307	0.9387820512820513	0.17676282051282055	0.7629629629629631	0.7076388888888889	0.05532407407407414	0.4044548651817116	0.9144196951934349	0.6594372801875732
50	10	5	50	sigmoid	2	1000	1e-4	0.5004807692307692	0.9387820512820513	0.43830128205128205	0.513425925925926	0.7076388888888889	-0.19421296296296298	0.9671746776084408	0.3505275498241501	0.6588511137162955
100	20	5	10	sigmoid	2	1000	0.001	0.5850961538461539	0.9387820512820513	0.3536858974358974	0.5398148148148149	0.7076388888888889	-0.16782407407407407	0.8651817116060961	0.4525205158264947	0.6588511137162955
50	20	10	20	linear	1	1000	0.001	0.7943910256410256	0.9387820512820513	0.14439102564102568	0.8898148148148148	0.7076388888888889	0.1821759259259259	0.31887456037514655	0.9976553341148886	0.6582649472450176
50	10	10	20	sigmoid	1	1000	1e-4	0.55625	0.9387820512820513	0.38253205128205126	0.5298611111111111	0.7076388888888889	-0.1777777777777778	0.902696365767878	0.4126611957796014	0.6576787807737398
50	10	5	50	sigmoid	1	10000	0.001	0.6623397435897436	0.9387820512820513	0.2764423076923077	0.5798611111111112	0.7076388888888889	-0.12777777777777777	0.7145369284876905	0.6002344665885111	0.6573856975381007
100	20	5	50	sigmoid	1	10000	0.001	0.7141025641025641	0.9387820512820513	0.22467948717948716	0.6606481481481482	0.7076388888888889	-0.04699074074074072	0.5574443141852286	0.7561547479484173	0.6567995310668229
100	20	2	20	sigmoid	1	10000	1e-4	0.69375	0.9387820512820513	0.2450320512820513	0.6141203703703704	0.7076388888888889	-0.09351851851851856	0.634232121922626	0.6781946072684643	0.6562133645955451
100	20	5	50	sigmoid	2	1000	1e-4	0.45256410256410257	0.9387820512820513	0.4862179487179487	0.5081018518518519	0.7076388888888889	-0.19953703703703707	0.9894490035169988	0.3223915592028136	0.6559202813599062
50	10	5	50	sigmoid	1	1000	0.001	0.5719551282051282	0.9387820512820513	0.3668269230769231	0.5347222222222222	0.7076388888888889	-0.17291666666666672	0.876905041031653	0.4343493552168816	0.6556271981242673
50	10	2	50	sigmoid	1	1000	1e-4	0.5157051282051281	0.9387820512820513	0.42307692307692313	0.5159722222222223	0.7076388888888889	-0.19166666666666665	0.9513481828839391	0.35873388042203985	0.6550410316529894
100	10	10	50	linear	1	1000	1e-4	0.7309294871794871	0.9387820512820513	0.20785256410256414	0.6851851851851852	0.7076388888888889	-0.022453703703703698	0.5099648300117233	0.8001172332942555	0.6550410316529894
50	5	2	10	sigmoid	2	1000	0.001	0.6653846153846154	0.9387820512820513	0.2733974358974359	0.5798611111111112	0.7076388888888889	-0.12777777777777777	0.7092614302461899	0.6002344665885111	0.6547479484173505
50	5	2	20	linear	1	1000	1e-4	0.7415064102564103	0.9387820512820513	0.197275641025641	0.7067129629629629	0.7076388888888889	-9.259259259259967e-4	0.47772567409144195	0.8311840562719812	0.6544548651817116
100	20	5	50	linear	1	1000	0.001	0.7626602564102564	0.9387820512820513	0.1761217948717949	0.7585648148148147	0.7076388888888889	0.05092592592592582	0.4026963657678781	0.9050410316529894	0.6538686987104337
100	5	5	50	linear	1	1000	1e-4	0.6801282051282052	0.9387820512820513	0.2586538461538461	0.5986111111111111	0.7076388888888889	-0.10902777777777783	0.6705744431418523	0.6359906213364596	0.653282532239156
50	5	5	20	linear	1	1000	0.001	0.7536858974358974	0.9387820512820513	0.18509615384615385	0.7361111111111112	0.7076388888888889	0.028472222222222232	0.43552168815943726	0.8710433763188745	0.6532825322391559
100	5	10	20	sigmoid	1	1000	0.001	0.49262820512820515	0.9387820512820513	0.4461538461538461	0.5104166666666666	0.7076388888888889	-0.1972222222222223	0.9695193434935522	0.335873388042204	0.6526963657678782
50	10	2	20	sigmoid	1	10000	0.001	0.6961538461538461	0.9387820512820513	0.24262820512820515	0.6155092592592593	0.7076388888888889	-0.09212962962962967	0.623094958968347	0.6822977725674091	0.652696365767878
50	20	10	50	linear	1	1000	1e-4	0.7653846153846154	0.9387820512820513	0.17339743589743584	0.7608796296296296	0.7076388888888889	0.0532407407407407	0.39273153575615477	0.9126611957796014	0.652696365767878
100	10	2	20	linear	2	1000	0.001	0.8030448717948718	0.9387820512820513	0.13573717948717945	0.9293981481481481	0.7076388888888889	0.2217592592592592	0.30363423212192264	1	0.6518171160609614
50	20	10	50	linear	1	1000	0.001	0.7386217948717949	0.9387820512820513	0.20016025641025637	0.6914351851851852	0.7076388888888889	-0.01620370370370372	0.48534583821805394	0.8141852286049238	0.6497655334114889
50	20	2	20	linear	2	1000	0.001	0.7839743589743591	0.9387820512820513	0.1548076923076922	0.805787037037037	0.7076388888888889	0.0981481481481481	0.34583821805392734	0.9531066822977726	0.64947245017585
100	20	5	20	linear	1	1000	0.001	0.7745192307692308	0.9387820512820513	0.16426282051282048	0.774537037037037	0.7076388888888889	0.0668981481481481	0.37514654161781946	0.9237983587338804	0.64947245017585
50	10	5	10	sigmoid	2	1000	0.001	0.5040064102564102	0.9387820512820513	0.43477564102564104	0.5099537037037037	0.7076388888888889	-0.19768518518518519	0.9648300117233294	0.33294255568581477	0.6488862837045721
50	20	2	20	sigmoid	2	10000	0.001	0.6780448717948718	0.9387820512820513	0.26073717948717945	0.5886574074074075	0.7076388888888889	-0.11898148148148147	0.6811254396248535	0.6166471277842908	0.6488862837045721
50	20	10	10	sigmoid	2	1000	1e-4	0.6201923076923076	0.9387820512820513	0.3185897435897437	0.549537037037037	0.7076388888888889	-0.15810185185185188	0.8042203985932005	0.49296600234466587	0.6485932004689332
50	5	10	10	sigmoid	2	10000	1e-4	0.6658653846153846	0.9387820512820513	0.2729166666666667	0.5766203703703704	0.7076388888888889	-0.13101851851851853	0.7080890973036342	0.5873388042203986	0.6477139507620164
100	10	5	20	linear	1	1000	1e-4	0.7540064102564102	0.9387820512820513	0.18477564102564104	0.7270833333333333	0.7076388888888889	0.019444444444444375	0.4331770222743259	0.8610785463071512	0.6471277842907386
50	10	5	20	linear	1	1000	0.001	0.8088141025641026	0.9387820512820513	0.1299679487179487	0.8821759259259259	0.7076388888888889	0.17453703703703694	0.2977725674091442	0.9953106682297772	0.6465416178194607
50	10	5	20	sigmoid	2	10000	0.001	0.6509615384615385	0.9387820512820513	0.2878205128205128	0.5652777777777778	0.7076388888888889	-0.14236111111111116	0.7432590855803048	0.5498241500586166	0.6465416178194607
100	20	5	50	sigmoid	1	10000	1e-4	0.6964743589743589	0.9387820512820513	0.24230769230769234	0.6097222222222223	0.7076388888888889	-0.09791666666666665	0.6201641266119577	0.6729191090269636	0.6465416178194607
50	20	10	50	sigmoid	2	10000	1e-4	0.6568910256410256	0.9387820512820513	0.28189102564102564	0.5675925925925926	0.7076388888888889	-0.14004629629629628	0.7303634232121923	0.5586166471277842	0.6444900351699883
100	5	10	10	sigmoid	1	1000	1e-4	0.5310897435897436	0.9387820512820513	0.4076923076923077	0.5143518518518518	0.7076388888888889	-0.1932870370370371	0.9343493552168816	0.35345838218053927	0.6439038686987104
50	5	10	20	sigmoid	2	1000	1e-4	0.5969551282051282	0.9387820512820513	0.3418269230769231	0.5370370370370371	0.7076388888888889	-0.17060185185185184	0.8440797186400938	0.44314185228604924	0.6436107854630715
50	20	5	10	linear	1	1000	1e-4	0.7754807692307693	0.9387820512820513	0.16330128205128203	0.7638888888888888	0.7076388888888889	0.05624999999999991	0.3704572098475967	0.9167643610785463	0.6436107854630715
50	20	5	50	linear	1	1000	1e-4	0.8084935897435898	0.9387820512820513	0.13028846153846152	0.8395833333333333	0.7076388888888889	0.13194444444444442	0.2989449003516999	0.9882766705744431	0.6436107854630715
50	20	5	20	sigmoid	2	1000	1e-4	0.6432692307692308	0.9387820512820513	0.29551282051282046	0.5564814814814815	0.7076388888888889	-0.15115740740740746	0.7631887456037515	0.5234466588511137	0.6433177022274326
100	20	2	10	linear	1	1000	1e-4	0.8091346153846154	0.9387820512820513	0.12964743589743588	0.8550925925925925	0.7076388888888889	0.1474537037037036	0.29484173505275496	0.9917936694021102	0.6433177022274326
100	5	10	50	linear	2	1000	1e-4	0.760897435897436	0.9387820512820513	0.1778846153846153	0.7400462962962963	0.7076388888888889	0.03240740740740733	0.4091441969519343	0.876905041031653	0.6430246189917936
50	10	2	50	linear	2	1000	0.001	0.7626602564102564	0.9387820512820513	0.1761217948717949	0.7425925925925926	0.7076388888888889	0.034953703703703654	0.4026963657678781	0.8827667057444314	0.6427315357561547
50	10	10	50	sigmoid	1	1000	1e-4	0.5657051282051282	0.9387820512820513	0.3730769230769231	0.5268518518518518	0.7076388888888889	-0.18078703703703713	0.8862837045720985	0.39859320046893315	0.6424384525205158
50	20	2	50	sigmoid	1	1000	1e-4	0.5298076923076923	0.9387820512820513	0.40897435897435896	0.5131944444444445	0.7076388888888889	-0.19444444444444442	0.9355216881594373	0.34759671746776083	0.641559202813599
100	5	2	10	sigmoid	1	10000	1e-4	0.7479166666666667	0.9387820512820513	0.1908653846153846	0.6953703703703704	0.7076388888888889	-0.012268518518518512	0.4566236811254396	0.8229777256740914	0.6398007033997655
50	5	2	20	sigmoid	1	10000	1e-4	0.6418269230769231	0.9387820512820513	0.29695512820512815	0.5543981481481481	0.7076388888888889	-0.1532407407407408	0.7655334114888629	0.5134818288393904	0.6395076201641267
50	20	5	10	sigmoid	2	10000	0.001	0.7735576923076923	0.9387820512820513	0.16522435897435894	0.7530092592592593	0.7076388888888889	0.045370370370370394	0.37807737397420865	0.8985932004689332	0.638335287221571
50	20	2	10	sigmoid	2	10000	1e-4	0.7048076923076924	0.9387820512820513	0.23397435897435892	0.6155092592592593	0.7076388888888889	-0.09212962962962967	0.5943728018757327	0.6822977725674091	0.6383352872215708
100	5	10	20	sigmoid	2	1000	0.001	0.6233974358974359	0.9387820512820513	0.3153846153846154	0.5462962962962963	0.7076388888888889	-0.16134259259259265	0.7977725674091442	0.4783118405627198	0.6380422039859319
50	5	5	10	sigmoid	2	10000	0.001	0.7092948717948718	0.9387820512820513	0.22948717948717945	0.6240740740740741	0.7076388888888889	-0.08356481481481481	0.5744431418522861	0.7010550996483002	0.6377491207502931
100	5	5	20	linear	1	1000	0.001	0.6806089743589744	0.9387820512820513	0.2581730769230769	0.5831018518518518	0.7076388888888889	-0.12453703703703711	0.6694021101992966	0.6060961313012896	0.6377491207502931
50	5	10	10	sigmoid	2	1000	0.001	0.47836538461538464	0.9387820512820513	0.46041666666666664	0.5013888888888889	0.7076388888888889	-0.20625000000000004	0.9835873388042204	0.29073856975381007	0.6371629542790153
